"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/ParagonSerath/Characters/Heroes/Serath/Skins/Tier1/Serath_Gold/Materials/M_Serath_RP1_Holy_Feet.M_Serath_RP1_Holy_Feet","0","0","110","1","0.000000","0","110"
"/Game/ParagonSerath/Characters/Global/Hair/Materials/M_HairSheet_Master2.M_HairSheet_Master2","0","0","555","3","0.000000","0","2035"
"/Game/ParagonSerath/Characters/Heroes/Serath/Materials/M_WingWebbing_HolyAndEvil2.M_WingWebbing_HolyAndEvil2","0","0","20","1","0.000000","0","0"
"/Game/ParagonSerath/Characters/Global/Eyes/Materials/M_TearLine.M_TearLine","0","0","198","1","0.000000","0","594"
"/Game/ParagonSerath/Characters/Heroes/Serath/Materials/M_Serath_Silk.M_Serath_Silk","0","0","167","1","0.000000","0","334"
"/Game/ParagonSerath/Characters/Heroes/Serath/Materials/M_Serath_HeadShoulderArms_HolyandEvil.M_Serath_HeadShoulderArms_HolyandEvil","0","0","123","1","0.000000","0","123"
"/Game/ParagonSerath/Characters/Heroes/Serath/Materials/M_Serath_Head.M_Serath_Head","0","0","111","1","0.000000","0","111"
"/Game/ParagonSerath/Characters/Global/Eyes/Materials/M_EyeRefractive.M_EyeRefractive","0","0","350","2","0.000000","0","350"
"/Game/ParagonSerath/Characters/Heroes/Serath/Materials/M_Serath_ChestThighForearmMaceHolyEvil.M_Serath_ChestThighForearmMaceHolyEvil","0","0","123","1","0.000000","0","123"
"/Game/ParagonSerath/Characters/Heroes/Serath/Materials/M_NewWingsSplines2.M_NewWingsSplines2","0","0","32","1","0.000000","0","0"
"/Game/ParagonSerath/Characters/Global/Eyes/Materials/M_Eye_Occlusion.M_Eye_Occlusion","0","0","80","1","0.000000","0","240"
"/Game/ParagonSerath/Characters/Global/Mouth/Materials/M_Mouth_Master.M_Mouth_Master","0","0","111","1","0.000000","0","555"
"/Game/ParagonSerath/Characters/Global/Eyelash/M_EyelashMaster.M_EyelashMaster","0","0","110","1","0.000000","0","550"
"/Game/ParagonKallari/Characters/Heroes/Kallari/Materials/M_Kallari_Torso.M_Kallari_Torso","0","0","123","1","0.000000","0","123"
"/Game/ParagonKallari/Characters/Heroes/Kallari/Materials/M_Kallari_Thrusters.M_Kallari_Thrusters","0","0","129","1","0.000000","0","129"
"/Game/ParagonKallari/Characters/Heroes/Kallari/Materials/M_Kallari_Tent.M_Kallari_Tent","0","0","129","1","0.000000","0","129"
"/Game/ParagonKallari/Characters/Heroes/Kallari/Materials/M_Kallari_Legs.M_Kallari_Legs","0","0","111","1","0.000000","0","111"
"/Game/ParagonKallari/Characters/Heroes/Kallari/Materials/M_Kallari_Helmet.M_Kallari_Helmet","0","0","123","1","0.000000","0","123"
"/Game/ParagonKallari/Characters/Heroes/Kallari/Materials/M_Kallari_Hand.M_Kallari_Hand","0","0","243","1","0.000000","0","729"
"/Game/ParagonKallari/Characters/Heroes/Kallari/Materials/M_Kallari_Eye.M_Kallari_Eye","0","0","129","1","0.000000","0","129"
"/Game/Import/ParagonGreystone/Characters/Global/Eyes/Materials/M_EyeRefractive.M_EyeRefractive","0","0","175","1","0.000000","0","175"
"/Game/Import/ParagonGreystone/Characters/Global/Eyes/Materials/M_TearDuct_2.M_TearDuct_2","0","0","175","1","0.000000","0","175"
"/Game/Import/ParagonGreystone/Characters/Heroes/Greystone/Materials/M_Greystone_Torso.M_Greystone_Torso","0","0","74","1","0.000000","0","74"
"/Game/Import/ParagonGreystone/Characters/Heroes/Greystone/Materials/M_Greystone_shield.M_Greystone_shield","0","0","74","1","0.000000","0","74"
"/Game/Import/ParagonGreystone/Characters/Heroes/Greystone/Materials/M_Greystone_RockHair.M_Greystone_RockHair","0","0","78","1","0.000000","0","0"
"/Game/Import/ParagonGreystone/Characters/Heroes/Greystone/Materials/M_Greystone_legs.M_Greystone_legs","0","0","74","1","0.000000","0","74"
"/Game/Import/ParagonGreystone/Characters/Heroes/Greystone/Materials/M_Greystone_Flesh_head.M_Greystone_Flesh_head","0","0","66","1","0.000000","0","66"
"/Game/Import/ParagonGreystone/Characters/Heroes/Greystone/Materials/M_Greystone_Flesh_Arms.M_Greystone_Flesh_Arms","0","0","66","1","0.000000","0","66"
"/Game/Import/ParagonGreystone/Characters/Heroes/Greystone/Materials/M_Greystone_arms.M_Greystone_arms","0","0","74","1","0.000000","0","74"
"/Game/Import/ParagonGreystone/Characters/Global/Hair/Materials/M_HairSheet_Master2.M_HairSheet_Master2","0","0","555","3","0.000000","0","1665"
"/Game/DLCs/ParagonTerra/Characters/Heroes/Terra/Materials/M_Terra_Helmet.M_Terra_Helmet","0","0","556","3","0.000000","0","1112"
"/Game/DLCs/ParagonTerra/Characters/Heroes/Terra/Materials/M_Terra_Cloth.M_Terra_Cloth","0","0","162","1","0.000000","0","162"
"/Game/DLCs/ParagonTerra/Characters/Heroes/Terra/Materials/M_Terra_Eye_Occlusion_Demo.M_Terra_Eye_Occlusion_Demo","0","0","48","1","0.000000","0","48"
"/Game/DLCs/ParagonTerra/Characters/Heroes/Terra/Materials/M_Terra_PonyhairInside.M_Terra_PonyhairInside","0","0","110","1","0.000000","0","110"
"/Game/DLCs/ParagonTerra/Characters/Heroes/Terra/Materials/M_Terra_Skin.M_Terra_Skin","0","0","175","1","0.000000","0","350"
"/Game/DLCs/ParagonTerra/Characters/Global/Hair/Materials/M_HairSheet_Master2.M_HairSheet_Master2","0","0","370","2","0.000000","0","370"
"/Game/DLCs/ParagonTerra/Characters/Global/Eyes/Materials/M_EyeRefractive.M_EyeRefractive","0","0","175","1","0.000000","0","175"
"/Game/DLCs/ParagonTerra/Characters/Heroes/Terra/Materials/M_Terra_TearLine_Demo.M_Terra_TearLine_Demo","0","0","126","1","0.000000","0","126"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","0","21","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/DLCs/Video/Datos/MediaPlayer_Video_Mat.MediaPlayer_Video_Mat","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","49","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Water/M_LiquidSplash_SubUV.M_LiquidSplash_SubUV","0","0","150","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Sparks/M_SoulEmbers.M_SoulEmbers","0","0","84","1","0.000000","0","84"
"/Game/ParagonSerath/FX/Materials/Smoke/M_TacticiaMuzzleSmoke.M_TacticiaMuzzleSmoke","0","0","84","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Fire/M_FX_Fireblast_SubUV_01.M_FX_Fireblast_SubUV_01","0","0","24","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","0","0","168","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Fire/M_FX_Fireball_SubUV_01.M_FX_Fireball_SubUV_01","0","0","24","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Timers/M_Reticle_Timer_Countdown_2.M_Reticle_Timer_Countdown_2","0","0","32","1","0.000000","0","32"
"/Game/ParagonSerath/FX/Materials/HeatDistort/M_ParticleHeatDistortion.M_ParticleHeatDistortion","0","0","30","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Flares/M_TacticiaAirglow.M_TacticiaAirglow","0","0","40","1","0.000000","0","40"
"/Game/ParagonSerath/FX/Materials/Sparks/M_Hotdog_Spark_VLerp_DOF_Rand_ScaleDistanceMaster.M_Hotdog_Spark_VLerp_DOF_Rand_ScaleDistanceMaster","0","0","48","1","0.000000","0","48"
"/Game/ParagonSerath/FX/Materials/Flares/M_ArrowFlare.M_ArrowFlare","0","0","24","1","0.000000","0","24"
"/Game/ParagonSerath/FX/Materials/Fire/M_Wing_Aura.M_Wing_Aura","0","0","30","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Energy/Plasma/M_FA_radialEnergy2.M_FA_radialEnergy2","0","0","64","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Heroes/M_EyeGlowMat.M_EyeGlowMat","0","0","16","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Environment/M_pebbles_stones.M_pebbles_stones","0","0","182","1","0.000000","0","182"
"/Game/ParagonSerath/FX/Materials/Flares/LightShafts/M_Flare_LightShafts.M_Flare_LightShafts","0","0","30","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Flares/M_FA_Glow_Fury.M_FA_Glow_Fury","0","0","40","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Fire/M_FA_Bubble.M_FA_Bubble","0","0","36","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Lens/M_Camera_Ripple.M_Camera_Ripple","0","0","40","1","0.000000","0","40"
"/Game/ParagonSerath/FX/Materials/Hero_Specific/Pyro_Bottle_Injector_Glass.Pyro_Bottle_Injector_Glass","0","0","303","1","0.000000","0","303"
"/Game/ParagonSerath/FX/Materials/Fire/M_FX_Fireblast_SubUV_02.M_FX_Fireblast_SubUV_02","0","0","40","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Sparks/M_Hotdog_Spark_VLerp_MASTER.M_Hotdog_Spark_VLerp_MASTER","0","0","40","1","0.000000","0","120"
"/Game/ParagonSerath/FX/Materials/Shockwave/M_SteelImpactRefraction.M_SteelImpactRefraction","0","0","128","1","0.000000","0","128"
"/Game/ParagonSerath/FX/Materials/Shockwave/M_Serath_Shockwave.M_Serath_Shockwave","0","0","72","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Energy/M_FA_radialEnergy.M_FA_radialEnergy","0","0","32","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Trails/M_FA_PrimaryTrails.M_FA_PrimaryTrails","0","0","48","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Sparks/M_Spark_VelocityLerp.M_Spark_VelocityLerp","0","0","80","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Trails/M_WingSwipeHoly.M_WingSwipeHoly","0","0","24","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Flares/LightShafts/M_Serath_Lights.M_Serath_Lights","0","0","24","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Fire/M_FA_GroundBurn.M_FA_GroundBurn","0","0","112","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Shockwave/M_WindStreaks.M_WindStreaks","0","0","24","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Fire/M_ChastiseFlame.M_ChastiseFlame","0","0","32","1","0.000000","0","0"
"/Game/Import/ParagonGreystone/FX/Materials/Debris/M_Debris.M_Debris","0","0","140","1","0.000000","0","140"
"/Game/ParagonSerath/FX/Materials/Water/M_Water_Drops_Master.M_Water_Drops_Master","0","0","32","1","0.000000","0","64"
"/Game/ParagonKallari/FX/Materials/Water/M_WaterMist.M_WaterMist","0","0","48","1","0.000000","0","48"
"/Game/ParagonSerath/FX/Materials/Water/M_WaterImpact_Strand.M_WaterImpact_Strand","0","0","54","1","0.000000","0","54"
"/Game/ParagonSerath/FX/Materials/Water/M_WaterImpact_Cylinder.M_WaterImpact_Cylinder","0","0","74","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Water/M_Footfall_Ripple.M_Footfall_Ripple","0","0","40","1","0.000000","0","0"
"/Game/ParagonKallari/FX/Materials/Water/M_Footfall_Refraction.M_Footfall_Refraction","0","0","20","1","0.000000","0","20"
"/Game/ParagonSerath/FX/Materials/Shockwave/M_Serath_Burst.M_Serath_Burst","0","0","72","1","0.000000","0","0"
"/Game/Import/ParagonGreystone/FX/Materials/Sparks/M_Hotdog_Spark_VLerp_DOF_Rand_Master.M_Hotdog_Spark_VLerp_DOF_Rand_Master","0","0","80","1","0.000000","0","160"
"/Game/ParagonSerath/FX/Materials/Explosions/M_ExplosionTest.M_ExplosionTest","0","0","84","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Smoke/M_DustInvis.M_DustInvis","0","0","84","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Lens/M_CameraLens_TakeOff.M_CameraLens_TakeOff","0","0","40","1","0.000000","0","0"
"/Game/ParagonSerath/FX/Materials/Explosions/M_ExplosionVertical.M_ExplosionVertical","0","0","84","1","0.000000","0","0"
"/Game/ParagonKallari/Characters/Maps/BackGroundAssets/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","63"
"/Game/ParagonSerath/Characters/Maps/BackGroundAssets/HDRSky.HDRSky","0","0","2","1","0.000000","0","0"
"/Game/ParagonSerath/Characters/Heroes/Serath/Skins/Tier1/Serath_Val/Materials/M_Serath_Silk_V17.M_Serath_Silk_V17","0","0","167","1","0.000000","0","334"
"/Game/ParagonSerath/Characters/Heroes/Serath/Skins/Tier1/Serath_Val/Materials/M_Serath_Holy_Feet_V17.M_Serath_Holy_Feet_V17","0","0","110","1","0.000000","0","110"
"/Game/ParagonSerath/Characters/Heroes/Serath/Skins/Tier1/Serath_Val/Materials/M_Serath_Hips_V17.M_Serath_Hips_V17","0","0","123","1","0.000000","0","246"
"/Game/ParagonSerath/Characters/Heroes/Serath/Skins/Tier1/Serath_Val/Materials/M_Serath_Head_V17.M_Serath_Head_V17","0","0","123","1","0.000000","0","246"
"/Game/ParagonSerath/Characters/Heroes/Serath/Skins/Tier1/Serath_Val/Materials/M_Serath_ChestV17.M_Serath_ChestV17","0","0","123","1","0.000000","0","246"
"/Game/ParagonSerath/Characters/Heroes/Serath/Skins/Tier1/Serath_Gold/Materials/M_Serath_Silk_Tier1.M_Serath_Silk_Tier1","0","0","167","1","0.000000","0","334"
"/Game/ParagonSerath/Characters/Heroes/Serath/Skins/Tier1/Serath_Gold/Materials/M_Serath_HSAHEGR.M_Serath_HSAHEGR","0","0","123","1","0.000000","0","123"
"/Game/ParagonSerath/Characters/Heroes/Serath/Skins/Tier1/Serath_Gold/Materials/M_Serath_HKFHEGR.M_Serath_HKFHEGR","0","0","123","1","0.000000","0","123"
"/Game/ParagonSerath/Characters/Heroes/Serath/Skins/Tier1/Serath_Gold/Materials/M_SerathCTFMHEGR.M_SerathCTFMHEGR","0","0","123","1","0.000000","0","123"
"/Game/ParagonSerath/Characters/Heroes/Serath/Skins/Tier1/Serath_Gold/Materials/M_Serath_RP1_Head.M_Serath_RP1_Head","0","0","111","1","0.000000","0","111"
"/Game/ParagonSerath/Characters/Heroes/Serath/Skins/Tier1/Serath_Gold/Materials/M_WingWebbing_HolyAndEvil2.M_WingWebbing_HolyAndEvil2","0","0","20","1","0.000000","0","0"
"/Game/ParagonSerath/Characters/Heroes/Serath/Skins/Tier1/Serath_Gold/Materials/M_Serath_RP1_Silk.M_Serath_RP1_Silk","0","0","167","1","0.000000","0","334"
"/Game/ParagonSerath/Characters/Heroes/Serath/Skins/Tier1/Serath_Gold/Materials/M_RP1HipKneeFeetHolyEvil.M_RP1HipKneeFeetHolyEvil","0","0","123","1","0.000000","0","123"
"/Game/ParagonSerath/Characters/Heroes/Serath/Skins/Tier1/Serath_Gold/Materials/M_RP1HeadShouArmHolyEvil.M_RP1HeadShouArmHolyEvil","0","0","123","1","0.000000","0","123"
"/Game/ParagonSerath/Characters/Heroes/Serath/Skins/Tier1/Serath_Gold/Materials/M_NewWingsSplines2.M_NewWingsSplines2","0","0","32","1","0.000000","0","0"
